subject,content,answer,sentence,cat,maincat,subcat,a_perspective_1,a_perspective_2,a_perspective_3,s_perspective_1
how do you remove wrinkles from your penis. (serious)?,My penis has many wrinkles and the older I get the more wrinkles I get.,They go when you have a stiffy.,They go when you have a stiffy.,Men's Health,Health,Men's Health,,,,information
Does a physician have to be present when administering contrast for a CT and or MRI?,,No. The CT or MRI technician is trained to administer the contrast.,The CT or MRI technician is trained to administer the contrast.,Other - Health,Health,Other - Health,,,,information
is a*n*a*l sex safe during pregnancy?,,It is safe as long as your doctor didn't tell you not to have sex all together,It is safe as long as your doctor didn't tell you not to have sex all together,Women's Health,Health,Women's Health,,,,information
How can I make my blood blister quit hurting?,I got a blood blister earlier today and drained it. It seemed fine all day but now it hurts like hell. It did not swell again either.,"Yep, they hurt. Vaseline takes the soreness out. Put some on it and put a bandaid over it. It is just going to take a day or so.","Yep, they hurt.",First Aid,Health,General Health Care,treatment,,,information
How harmful is...?,I just wanna know how harmful can gall-stones be. Da ones that get formed in your gall bladder. Are they really harmful and what are the effects of it??,"horrible bowel movements. you have to go to the bathroom and it hurts so bad you are sweating and nauseas and laying out on the floor...also, the stones can leak poison into your system if they stay there long enough.",you have to go to the bathroom and it hurts so bad you are sweating and nauseas and laying out on the floor...,Other - Diseases,Health,Diseases & Conditions,,,,information
what is the latest and best medecine for bipolar?,,This is a very good website which gives you near all info needed for this disorder.  www.BipolarManiaInfo.com,www.BipolarManiaInfo.com,Other - Diseases,Health,Diseases & Conditions,,,,suggestion
Is there a doctor or someone who knows about certain meds out there?,I am having a problem with a med the doctor had given me for a eptopic pregnancy and want a little more info on this med.,And the name of the medicine is?,And the name of the medicine is?,Women's Health,Health,Women's Health,,,,information
does advair raise  your blood sugar level?,,"yes it is the reason that my husbands grandmother cannot take it... she is an insulin dependent diabetic... and the doctor says no, due to the effects on the blood sugar","yes it is the reason that my husbands grandmother cannot take it... she is an insulin dependent diabetic... and the doctor says no, due to the effects on the blood sugar",Respiratory Diseases,Health,Diseases & Conditions,,,,experience
Small red bumps on my side.  What are they?,"I have these bumps about a centimeter wide that are red but they don't itch or hurt.  No puss or nothing.  I have them mostly on my sides and they are slowly spreding.  Its like pink and redder around the actual bump.  They're not very high either.  I noticed this about 4 days ago.  No other symptoms.    I have a girlfriend and I spend a lot of time with her and she don't have whatever it is.  

Any tips or advice would be very much appreciated.","If You were having any kind of pain, I'd say it sounds like shingles. Pain doesn't have to be in area of rash itself. Have you had cold/flu like symptoms. Might be worth checking into. If you think it is shingles get to dr. and get on anti-viral meds asap.",Have you had cold/flu like symptoms.,Skin Conditions,Health,Diseases & Conditions,,,,information
Does use of mobile causes Brain Tumour????,,"I don't know about any info. being 'suppressed', but several medical studies have looked at this issue recently (and been published in the medical literature for anyone to read).  The results of these studies have been mixed.  Some suggest a risk of cancer and some were not able to show an association.  Overall, it would be prudent to consider the positive findings of risk and keep your cellphone use to a minimum.

Best wishes.",Some suggest a risk of cancer and some were not able to show an association.,Cancer,Health,Diseases & Conditions,,,,information
How can I make my period lighter without using birth control pills?,,"Women who engage in frequent, strenuous exercise often find that their flow diminishes. So how do you feel about marathon running, body building, etc?","So how do you feel about marathon running, body building, etc?",Women's Health,Health,Women's Health,,,,information
