subject,content,answer,sentence,cat,maincat,subcat,a_perspective_1,a_perspective_2,a_perspective_3,s_perspective_1
Hello has anyone ever tried hypnotherapy for stopping smoking and was it succeessful?,,nope,nope,First Aid,Health,General Health Care,,,,information
Can you stub your finger?,,Yes you can and it really hurts too!!!,Yes you can and it really hurts too!!,Other - Health,Health,Other - Health,,,,information
What are the main symptoms of diabetes?,"i fear i may have developed type2 diabetes - what are the main symptoms, is there any easy way to find out, and if i HAVE developed it, how will it change my life?  i.e. willi still be able to drink alcohol?",1) FAT 2) always feeling sleepy 3) wounds take longer to heal and 4) pee a drop on the floor and see the next day whether there are ants or not and 5) always very thirsry.,1) FAT 2) always feeling sleepy 3) wounds take longer to heal and 4) pee a drop on the floor and see the next day whether there are ants or not and 5) always very thirsry.,First Aid,Health,General Health Care,,,,information
how do i work out my stomach muscles when i have a bad back?,,"I have a bad back as well, in fact I have broken it 3 times, but i find if i do some mild stretches first then do your crunches or swimming  in time your back will strengthen up. the muscles around the spine will become stronger eventually you will feel that your back is normal. I use to do some serious workout s with my back, one of those workouts was May Thai Kickboxing, which is a very strenuous physical and mental workout. I found in the end that my back only got stronger and stronger, The only thing with a bad back is that if stop exercising it, it will dwindle again, so keep at it. But if you keep at it in time your back will heal. We are not as fragile as people make us out to be, our bodies can take a fare bit","We are not as fragile as people make us out to be, our bodies can take a fare bit",Diet & Fitness,Health,Diet & Fitness,,,,information
What is a good remedy for a head ache?,,"I have a long history with migraines and tension headaches, so I've heard many suggestions.... (1) Wear a hat - didn't really work for me, but I know people who swear by it (2) Learn the acupressure points, such as the webbed area between your thumb and index finger (3)See a neuromuscular therapist - best thing I ever did. He gave me a lot of rules at first like no gum chewing, sleeping on your back with a tempur-pedic pillow and a log pillow under your knees, sitting straight up with aid of lumbar pillow, etc (4)See a doctor. There are many causes of headaches. Have him/her assess your spine, neck, and overall health. Feel free to email me if you have any more questions.","He gave me a lot of rules at first like no gum chewing, sleeping on your back with a tempur-pedic pillow and a log pillow under your knees, sitting straight up with aid of lumbar pillow, etc (4)See a doctor.",Mental Health,Health,Mental Health,,,,treatment
Why does it hurt so much wen ur having ur wisdom tooth???,Its like u can't eat anything and i'm getting more skinny...,I myself had to get mine took out so did others i know in my family.The reason could be that there may not be room and they are crowding your other teeth or they could be growing in the wrong way if there is not room.(one of mine was partly under another tooth and growing in sideways.The best thing to do would go get x-rays from your dentist. It didnt hurt at all when they cut mine out!(I was put to sleep)GOOD LUCK!,(I was put to sleep)GOOD LUCK!,Dental,Health,Dental,,,,experience
"Right now I am 5'1and I was 95 lbs, but now I'm 100. Does this seem like a healthy weight?","i am 13 years old, i kno i'm short!","Very. You will probably gain 10-15 more pounds ovet the next couple of years, but that is natural.","You will probably gain 10-15 more pounds ovet the next couple of years, but that is natural.",Diet & Fitness,Health,Diet & Fitness,,,,information
why cant you get a flue shot when you already have a cold?,,"Getting the flu shot is a live strain of the flu. Does not mean you will get the flu right after you get the shot. But, in your case, it is dangerous to add a live virus to another live virus. There can be complications, both strains can bump each other causing pnemonia, it all depends on your immune system which is poor when affected with any strain of the flu/cold. Vitamin C will help you relieve your cold symptoms. Hope this has helped. :)",Does not mean you will get the flu right after you get the shot.,Infectious Diseases,Health,Diseases & Conditions,,,,information
What causes my left upper arm to be painful a few minutes after I lay down to sleep on my left side?,The pain extends to my palm and it wakes me up. It doesn't start immediately but it gradually increases untill it wakes me up. This doesn't happen on my right side.,You are blocking the blood circulation when you lay like that.  Your arm doesn't get the blood it needs.  My arm used to do that a lot too.  Try sleep a different way from now on.,My arm used to do that a lot too.,Other - Diseases,Health,Diseases & Conditions,,,,experience
How long does it take for sperm to die?,Once outside my organ and lieng there at a 22degree celsius temp.Also can it make a girl pregnant if a few drops or more were ejaculated on her public hair or does it need to be ejaculated deep inside the vagina,Sperm can live for 3 days.The semen needs to be deposited inside the vagina.But it doesn't mean that depostion on pubic hair will rule out becoming pregnant.In rare cases it may happen,Sperm can live for 3 days.,Men's Health,Health,Men's Health,,,,information
